mouse_name,eid
SWC_AY_008,07424119-022a-43a9-8b10-5a1597f8387e
SWC_AY_008,0d447372-2493-4ad1-a681-7b4dbad56ab2
SWC_AY_008,c96eba55-7ea5-4c27-93a3-5636caced632
SWC_AY_008,f85350f6-648d-4004-b3e5-1f9046e8a153
SWC_AY_008,e8ae71e7-bc32-40c7-8082-c3d9759ca4b5
SWC_AY_008,0f03c02c-5512-4407-a4ef-59be3fc95945
SWC_AY_008,dc341d20-af5c-4a10-a06c-5b0f865736f3
SWC_AY_008,9cc96397-cd1f-41af-a85e-b52ef13500dd
SWC_AY_008,74819782-0ca6-4fd3-bb57-b49499dd1ecc
SWC_AY_008,766be52a-1606-4a72-9333-f0e6def25ab1
SWC_AY_008,d02982af-aa5c-4858-b3ca-8cfadb7c2e50
SWC_AY_008,1670b00b-d80a-44cb-922b-221846cdb039
SWC_AY_008,86293b95-40e9-454a-b863-97d76340e6c3
SWC_AY_008,f64c1e01-7325-4d3d-8986-a1a0a8e9878d
SWC_AY_008,1c209464-3a2f-445e-b423-0eed0d3378ef
SWC_AY_008,830e268c-e335-4e33-a24c-320bca1d368c
SWC_AY_008,b50f1847-ad42-4c24-95e7-223411c2462f
SWC_AY_008,4a7fdbfb-5d5d-4145-b311-0f3541bc24a3
SWC_AY_008,d608033c-a534-4255-92fc-8839566bb88c
SWC_AY_008,f5f266e2-3b23-46b3-859a-fc674b965046
SWC_AY_008,26f394a5-9659-4305-bd9d-0834c9380284
SWC_AY_008,59731f21-0011-48ec-9392-345d435dd7c7
SWC_AY_008,31ad9f9b-af8a-4518-b928-b164a021d925
SWC_AY_008,40863454-2dc1-4ab6-995c-2fe3e8b2c330
SWC_AY_009,f538285c-c7f5-4580-a8a8-f9613367b5af
SWC_AY_009,2af9a262-5ad5-4768-9734-ff27b717207f
SWC_AY_009,1a84656f-7864-4a2d-a8e0-5f01a96f8efa
SWC_AY_009,27479bd4-729c-46cd-beb7-e26459229e26
SWC_AY_009,db375e73-1384-473a-97a9-412a12ba7a7a
SWC_AY_009,b6ed5c8e-306e-45e4-99b9-ae7aebb7efa0
SWC_AY_009,31a90f87-e7a5-41f8-8add-db04f1928cb2
SWC_AY_009,7d7203c6-1173-40e2-a027-57247b323cfe
SWC_AY_009,c21467d0-c370-4886-9f14-d243056e1975
SWC_AY_009,065a18d5-3692-4dbf-a56c-4f665f63ea97
